Codigo_Sage;Código Sage Recortado;Descripcion_Sage;Codigo_Odoo;Descripcion_Odoo
1000000;100000;CAPITAL SOCIAL;100000;Capital social
1010000;101000;Fondo social;101000;Fondo social
1020000;102000;Capital;102000;Capital
1030000;103000;Socios por desembolsos no exigidos, capital social;103000;Socios por desembolsos no exigidos, capital social
1034000;103400;Socios por desembolsos no exigidos,capital pdte.in;103400;Socios por desembolsos no exigidos, capital pendiente de inscripción
1040000;104000;Socios por aportaciones no diner.pdtes,capital soc;104000;Socios por aportaciones no dinerarias pendientes, capital social
1044000;104400;Socios por aportaciones no diner.pdtes inscripción;104400;Socios por aportaciones no dinerarias pendientes, capital pendiente de inscripción
1080000;108000;Acciones/particip. propias en situaciones espec.;108000;Acciones o participaciones propias en situaciones especiales
1090000;109000;Acciones/particip. propias para reduc. de capital;109000;Acciones o participaciones propias para reducción de capital
1100000;110000;Prima de emisión o asunción;110000;Prima de emisión o asunción
1120000;112000;Reserva legal;112000;Reserva legal
1130000;113000;Reservas voluntarias;113000;Reservas voluntarias
1140000;114000;Reservas para acciones o particip de la Soc.domin;114000;Reservas para acciones o participaciones de la sociedad dominante
1141000;114100;Reservas estatutarias;114100;Reservas estatutarias
1142000;114200;Reserva por capital amortizado;114200;Reserva por capital amortizado
1144000;114400;Reserva por acciones propias aceptadas en garantía;114400;Reservas por acciones propias aceptadas en garantía
1145000;114500;Reserva Revalorización ley 12/2012;;
1180000;118000;Aportaciones de socios o propietarios;118000;Aportaciones de socios o propietarios
1190000;119000;Diferencias por ajuste del capital a euros;119000;Diferencias por ajuste del capital a euros
1200000;120000;Remanente;120000;Remanente
1210000;121000;Resultados negativos de ejercicios anteriores;121000;Resultados negativos de ejercicios anteriores
1290000;129000;Resultado del ejercicio;129000;Resultado del ejercicio
1300000;130000;Subvenciones oficiales de capital;130000;Subvenciones oficiales de capital
1301000;130100;Derechos emisión asignados, GEI;;
1310000;131000;Donaciones y legados de capital;131000;Donaciones y legados de capital
1320000;132000;Otras subvenciones, donaciones y legados;132000;Otras subvenciones, donaciones y legados
1370000;137000;Ingre.fisc.difere.permanentes distri. varios ejer.;137000;Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios
1371000;137100;Ingre.fisc.deduc. y bonifi. a distri. varios ejer.;137100;Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios
1410000;141000;Provisión para impuestos;141000;Provisión para impuestos
1420000;142000;Provisión para otras responsabilidades;142000;Provisión para otras responsabilidades
1430000;143000;Provisión desmante., retiro o rehabili. inmovil.;143000;Provisión por desmantelamiento, retiro o rehabilitación del inmovilizado
1450000;145000;Provisión para actuaciones medioambientales;145000;Provisión para actuaciones medioambientales
1490000;149000;Prov. derechos emisión gases efecto invernadero;;
1500000;150000;Acciones o partic.a L/P consideradas como pasivo;150000;Acciones o participaciones consideradas como pasivos financieros
1533000;153300;Desembolsos no exigidos, grupo;153300;Desembolsos no exigidos, empresas del grupo
1534000;153400;Desembolsos no exigidos, asoc.;153400;Desembolsos no exigidos, empresas asociadas
1535000;153500;Desembolsos no exigidos, otras vinc.;153500;Desembolsos no exigidos, otras partes vinculadas
1536000;153600;Otros desembolsos no exigidos;153600;Otros desembolsos no exigidos
1543000;154300;Aportaciones no dinerarias pendientes, grupo;154300;Aportaciones no dinerarias pendientes, empresas del grupo
1544000;154400;Aportaciones no dinerarias pendientes, asoc.;154400;Aportaciones no dinerarias pendientes, empresas asociadas
1545000;154500;Aportaciones no dinerarias pendientes, otras vinc.;154500;Aportaciones no dinerarias pendientes, otras partes vinculadas
1546000;154600;Otras aportaciones no dinerarias pendientes;154600;Otras aportaciones no dinerarias pendientes
1603000;160300;Deudas a L/P con entidades de crédito, grupo;160300;Deudas con entidades de crédito vinculadas, empresas del grupo
1604000;160400;Deudas a L/P con entidades de crédito, asoc.;160400;Deudas con entidades de crédito vinculadas, empresas asociadas
1605000;160500;Deudas a L/P con otras entidades de crédito vincu.;160500;Deudas con otras entidades de crédito vinculadas
1613000;161300;Proveedores de inmovilizado a L/P, grupo;161300;Proveedores de inmovilizado, empresas del grupo
1614000;161400;Proveedores de inmovilizado a L/P, asoc.;161400;Proveedores de inmovilizado, empresas asociadas
1615000;161500;Proveedores de inmovilizado a L/P, otras vinc.;161500;Proveedores de inmovilizado, otras partes vinculadas
1623000;162300;Acreedores arrendamiento financiero a L/P, grupo;162300;Acreedores por arrendamiento financiero, empresas de grupo
1624000;162400;Acreedores arrendamiento financiero a L/P, asoc.;162400;Acreedores por arrendamiento financiero, empresas asociadas
1625000;162500;Acreedores arrendamiento finan a L/P, otras vinc.;162500;Acreedores por arrendamiento financiero, otras partes vinculadas
1633000;163300;Otras deudas a L/P, empresas grupo;163300;Otras deudas, empresas del grupo
1634000;163400;Otras deudas a largo plazo, empresas asoc.;163400;Otras deudas, empresas asociadas
1635000;163500;Otras deudas a L/P, otras partes vinc.;163500;Otras deudas, con otras partes vinculadas
1635001;163500;PRESTAMO SOCIO MARCOS ASTORGANO;163500;Otras deudas, con otras partes vinculadas
1700000;170000;Deudas a L/P con entidades de crédito;170000;Deudas con entidades de crédito
1700001;170000;CREDITO KUTXABANK 69256;170000;Deudas con entidades de crédito
1710000;171000;Deudas a L/P;171000;Deudas
1720000;172000;Deudas a L/P transform. en subvenc., donac.y leg.;172000;Deudas transformables en subvenciones, donaciones y legados
1730000;173000;Proveedores de inmovilizado a L/P;173000;Proveedores de inmovilizado
1740000;174000;Acreedores por arrendamiento financiero a L/P;174000;Acreedores por arrendamiento financiero
1750000;175000;Efectos a pagar a L/P;175000;Efectos a pagar
1760000;176000;Pasivos por derivados financieros a L/P;176000;Pasivos por derivados financieros
1770000;177000;Obligaciones y bonos ;177000;Obligaciones y bonos
1790000;179000;Deudas representadas en otros valores negociables;179000;Deudas representadas en otros valores negociables
1800000;180000;Fianzas recibidas a L/P;180000;Fianzas recibidas
1810000;181000;Anticipos recibidos por ventas o prestac.serv. L/P;181000;Anticipos recibidos por ventas o prestaciones de servicios
1850000;185000;Depósitos recibidos a L/P;185000;Depósitos recibidos
1900000;190000;Acciones o participaciones emitidas;190000;Acciones o participaciones emitidas
1920000;192000;Suscriptores de acciones;192000;Suscriptores de acciones
1940000;194000;Capital emitido pendiente de inscripción;194000;Capital emitido pendiente de inscripción
1950000;195000;Accion/partic.emitidas consideradas pasivos financ;195000;Acciones o participaciones emitidas consideradas como pasivos financieros
1970000;197000;Suscriptores acciones consideradas pasivos financ;197000;Suscriptores de acciones consideradas como pasivos financieros
1990000;199000;Acciones/partic.emitidas pasivos pdtes.inscripción;199000;Acciones o participaciones emitidas consideradas como pasivos financieros pendientes de inscripción
2000000;200000;Investigación;200000;Investigación
2010000;201000;Desarrollo;201000;Desarrollo
2020000;202000;Concesiones administrativas;202000;Concesiones administrativas
2030000;203000;Propiedad industrial;203000;Propiedad industrial
2040000;204000;ADMINISTRACION LOTERIAS;;
2050000;205000;Derechos de traspaso;205000;Derechos de traspaso
2060000;206000;Aplicaciones informáticas;206000;Aplicaciones informáticas
2070000;207000;Derechos emisión gases  efecto invernadero;;
2071000;207100;Derechos emisión GEI, transferidos por el RENADE;;
2072000;207200;Derechos emisión GEI, adq. o producidos empresa;;
2090000;209000;Anticipos para inmovilizaciones intangibles;209000;Anticipos para inmovilizaciones intangibles
2100000;210000;Terrenos y bienes naturales;210000;Terrenos y bienes naturales
2110000;211000;Construcciones;211000;Construcciones
2120000;212000;Instalaciones técnicas;212000;Instalaciones técnicas
2130000;213000;Maquinaria;213000;Maquinaria
2140000;214000;Utillaje;214000;Utillaje
2150000;215000;Otras instalaciones;215000;Otras instalaciones
2160000;216000;Mobiliario;216000;Mobiliario
2170000;217000;Equipos para procesos de información;217000;Equipos para proceso de información
2180000;218000;Elementos de transporte;218000;Elementos de transporte
2190000;219000;Otro inmovilizado material;219000;Otro inmovilizado material
2200000;220000;Inversiones en terrenos y bienes naturales;220000;Inversiones en terrenos y bienes naturales
2210000;221000;Inversiones en construcciones;221000;Inversiones en construcciones
2300000;230000;Adaptación de terrenos y bienes naturales;230000;Adaptación de terrenos y bienes naturales
2310000;231000;Construcciones en curso;231000;Construcciones en curso
2320000;232000;Instalaciones técnicas en montaje;232000;Instalaciones técnicas en montaje
2330000;233000;Maquinaria en montaje;233000;Maquinaria en montaje
2370000;237000;Equipos para procesos de información en montaje;237000;Equipos para procesos de información en montaje
2390000;239000;Anticipos para inmovilizaciones materiales;239000;Anticipos para inmovilizaciones materiales
2403000;240300;Participaciones a L/P en empresas del grupo;240300;Participaciones en empresas del grupo
2404000;240400;Participaciones a L/P en empresas asociadas;240400;Participaciones en empresas asociadas
2405000;240500;Participaciones a L/P en otras partes vinculadas;240500;Participaciones en otras partes vinculadas
2413000;241300;Valores repres.deuda L/P de empresas del grupo;241300;Valores representativos de deuda de empresas del grupo
2414000;241400;Valores repres. deuda  L/P de empresas asoc.;241400;Valores representativos de deuda de empresas asociadas
2415000;241500;Valores repres. deuda  L/P de otras partes vinc.;241500;Valores representativos de deuda de otras partes vinculadas
2423000;242300;Créditos a L/P a empresas del grupo;242300;Créditos a empresas del grupo
2424000;242400;Créditos a L/P a empresas asociadas;242400;Créditos a empresas asociadas
2425000;242500;Créditos a L/P a otras partes vinculadas;242500;Créditos a otras partes vinculadas
2493000;249300;Desembolsos pdtes.participaciones a L/P, grupo;249300;Desembolsos pendientes sobre participaciones en empresas del grupo
2494000;249400;Desembolsos pdtes.participaciones a L/P, asoc.;249400;Desembolsos pendientes sobre participaciones en empresas asociadas
2495000;249500;Desembolsos pdtes.particip.a L/P, otras vinc.;249500;Desembolsos pendientes sobre participaciones en otras partes vinculadas
2500000;250000;Inversiones finan. L/P instrumentos de patrimonio;250000;Inversiones financieras en instrumentos de patrimonio
2510000;251000;Valores representativos de deuda a L/P;251000;Valores representativos de deuda
2520000;252000;Créditos a L/P;252000;Créditos
2530000;253000;Créditos a L/P por enajenación de inmovilizado;253000;Créditos por enajenación de inmovilizado
2540000;254000;Créditos a L/P al personal;254000;Créditos al personal
2550000;255000;Activos por derivados financieros a L/P;255000;Activos por derivados financieros
2580000;258000;Imposiciones a L/P;258000;Imposiciones
2590000;259000;Desembolsos pdtes.participaciones Patrim.Neto L/P;259000;Desembolsos pendientes sobre participaciones en el patrimonio neto
2600000;260000;Fianzas constituidas a L/P;260000;Fianzas constituidas
2600001;260000;FIANZA CONSTITUIDA ALQUILER;260000;Fianzas constituidas
2650000;265000;Depósitos constituidos a L/P;265000;Depósitos constituidos
2800000;280000;Amortización acumulada de investigación;280000;Amortización acumulada de investigación
2801000;280100;Amortización acumulada de desarrollo;280100;Amortización acumulada de desarrollo
2802000;280200;Amortización acumulada concesiones administrativas;280200;Amortización acumulada de concesiones administrativas
2803000;280300;Amortización acumulada de propiedad industrial;280300;Amortización acumulada de propiedad industrial
2805000;280500;Amortización acumulada de derechos de traspaso;280500;Amortización acumulada de derechos de traspaso
2806000;280600;Amortización acumulada aplicaciones informáticas;280600;Amortización acumulada de aplicaciones informáticas
2811000;281100;Amortización acumulada de construcciones;281100;Amortización acumulada de construcciones
2812000;281200;Amortización acumulada de instalaciones técnicas;281200;Amortización acumulada de instalaciones técnicas
2813000;281300;Amortización acumulada de maquinaria;281300;Amortización acumulada de maquinaria
2814000;281400;Amortización acumulada de utillaje;281400;Amortización acumulada de utillaje
2815000;281500;Amortización acumulada de otras instalaciones;281500;Amortización acumulada de otras instalaciones
2816000;281600;Amortización acumulada de mobiliario;281600;Amortización acumulada de mobiliario
2817000;281700;Amort.acum.de equipos para procesos de información;281700;Amortización acumulada de equipos para proceso de información
2818000;281800;Amortización acumulada de elementos de transporte;281800;Amortización acumulada de elementos de transporte
2819000;281900;Amortización acumulada otro inmovilizado material;281900;Amortización acumulada de otro inmovilizado material
2820000;282000;Amortización acumulada inversiones inmobiliarias;282000;Amortización acumulada de las inversiones inmobiliarias
2900000;290000;Deterioro de valor de investigación;290000;Deterioro del valor de investigación
2901000;290100;Deterioro de valor de desarrollo;290100;Deterioro del valor de desarrollo
2902000;290200;Deterioro de valor de concesiones administrativas;290200;Deterioro del valor de concesiones administrativas
2903000;290300;Deterioro de valor de propiedad industrial;290300;Deterioro del valor de propiedad industrial
2905000;290500;Deterioro de valor de derechos de traspaso;290500;Deterioro del valor de derechos de traspaso
2906000;290600;Deterioro de valor de aplicaciones informáticas;290600;Deterioro del valor de aplicaciones informáticas
2907000;290700;Deterioro de valor Derechos emisión GEI;;
2910000;291000;Deterioro de valor de terrenos y bienes naturales;291000;Deterioro de valor de terrenos y bienes naturales
2911000;291100;Deterioro de valor de construcciones;291100;Deterioro de valor de construcciones
2912000;291200;Deterioro de valor de instalaciones técnicas;291200;Deterioro de valor de instalaciones técnicas
2913000;291300;Deterioro de valor de maquinaria;291300;Deterioro de valor de maquinaria
2914000;291400;Deterioro de valor de utillaje;291400;Deterioro de valor de utillaje
2915000;291500;Deterioro de valor de otras instalaciones;291500;Deterioro de valor de otras instalaciones
2916000;291600;Deterioro de valor de mobiliario;291600;Deterioro de valor de mobiliario
2917000;291700;Deterioro valor equipos para proceso información;291700;Deterioro de valor de equipos para proceso de información
2918000;291800;Deterioro de valor de elementos de transporte;291800;Deterioro de valor de elementos de transporte
2919000;291900;Deterioro de valor de otro inmovilizado material;291900;Deterioro de valor de otro inmovilizado material
2920000;292000;Det. de valor de terrenos y bienes nat. (inv.inm.);292000;Deterioro de valor de los terrenos y bienes naturales
2921000;292100;Deterioro de valor de construcciones (inv.inm.);292100;Deterioro de valor de construcciones
2933000;293300;Deterioro de valor de particip. a L/P en grupo;293300;Deterioro de valor de participaciones en empresas del grupo
2934000;293400;Deterioro de valor de particip. a L/P en asoc.;293400;Deterioro de valor de participaciones en empresas asociadas
2935000;293500;Deterioro valor particip.a L/P otras partes vinc.;293500;Deterioro de valor de participaciones a largo plazo en otras partes vinculadas
2943000;294300;Deterioro de valores repres.deuda  a L/P, grupo;294300;Deterioro de valor de valores representativos de deuda de empresas del grupo
2944000;294400;Deterioro valores repres. deuda a L/P de asoc.;294400;Deterioro de valor de valores representativos de deuda de empresas asociadas
2945000;294500;Deterioro valores repres deuda  L/P de otras vinc.;294500;Deterioro de valor de valores representativos de deuda de otras partes vinculadas
2953000;295300;Deterioro de valor de créditos a L/P a grupo;295300;Deterioro de valor de créditos a empresas del grupo
2954000;295400;Deterioro de valor de créditos a L/P a asoc.;295400;Deterioro de valor de créditos a empresas asociadas
2955000;295500;Deterioro de valor de créditos a L/P a otras vinc.;295500;Deterioro de valor de créditos a otras partes vinculadas
2970000;297000;Deterioro de valor de valores repres.deuda L/P;297000;Deterioro de valor de valores representativos de deuda
2980000;298000;Deterioro de valor de créditos a L/P;298000;Deterioro de valor de créditos
3000000;300000;Mercaderías A;300000;Mercaderías A
3010000;301000;Mercaderías B;301000;Mercaderías B
3100000;310000;Materias primas A;310000;Materias primas A
3110000;311000;Materias primas B;311000;Materias primas B
3200000;320000;Elementos y conjuntos incorporables;320000;Elementos y conjuntos incorporables
3210000;321000;Combustibles;321000;Combustibles
3220000;322000;Repuestos;322000;Repuestos
3250000;325000;Materiales diversos;325000;Materiales diversos
3260000;326000;Embalajes;326000;Embalajes
3270000;327000;Envases;327000;Envases
3280000;328000;Material de oficina;328000;Material de oficina
3300000;330000;Productos en curso A;330000;Productos en curso A
3310000;331000;Productos en curso B;331000;Productos en curso B
3400000;340000;Productos semiterminados A;340000;Productos semiterminados A
3410000;341000;Productos semiterminados B;341000;Productos semiterminados B
3500000;350000;Productos terminados A;350000;Productos terminados A
3510000;351000;Productos terminados B;351000;Productos terminados B
3600000;360000;Subproductos A;360000;Subproductos A
3610000;361000;Subproductos B;361000;Subproductos B
3650000;365000;Residuos A;365000;Residuos A
3660000;366000;Residuos B;366000;Residuos B
3680000;368000;Materiales recuperados A;368000;Materiales recuperados A
3690000;369000;Materiales recuperados B;369000;Materiales recuperados B
3900000;390000;Deterioro de valor de las mercaderías;390000;Deterioro de valor de las mercaderías
3910000;391000;Deterioro de valor de las materias primas;391000;Deterioro de valor de las materias primas
3920000;392000;Deterioro de valor de otros aprovisionamientos;392000;Deterioro de valor de otros aprovisionamientos
3930000;393000;Deterioro de valor de los productos en curso;393000;Deterioro de valor de los productos en curso
3940000;394000;Deterioro de valor de los productos semiterminados;394000;Deterioro de valor de los productos semiterminados
